Date,Adj Close
2023-06-16,328.4504699707031
2023-06-20,321.0816650390625
2023-06-21,315.5963134765625
2023-06-22,310.2662658691406
2023-06-23,305.5382080078125
2023-06-26,303.2567138671875
2023-06-27,304.3149719238281
2023-06-28,304.518798828125
2023-06-29,313.67401123046875
2023-06-30,313.1400451660156
2023-07-03,317.0914001464844
2023-07-05,310.72259521484375
2023-07-06,303.8780517578125
2023-07-07,305.9848327636719
2023-07-10,307.2469177246094
2023-07-11,311.52838134765625
2023-07-12,316.8875427246094
2023-07-13,319.10107421875
2023-07-14,316.68365478515625
2023-07-17,317.6642150878906
2023-07-18,327.4407653808594
2023-07-19,330.6251220703125
2023-07-20,340.6346740722656
2023-07-21,341.7026062011719
2023-07-24,348.469482421875
2023-07-25,344.36279296875
2023-07-26,347.139404296875
2023-07-27,344.17828369140625
2023-07-28,342.9356384277344
2023-07-31,345.4986572265625
2023-08-01,347.2947998046875
2023-08-02,340.8677062988281
2023-08-03,342.86767578125
2023-08-04,342.9259338378906
2023-08-07,345.1977233886719
2023-08-08,338.1104736328125
2023-08-09,332.7027893066406
2023-08-10,330.4795227050781
2023-08-11,330.7999267578125
2023-08-14,327.89703369140625
2023-08-15,322.5282287597656
2023-08-16,319.5185546875
2023-08-17,317.9748840332031
2023-08-18,315.4603576660156
2023-08-21,312.67401123046875
2023-08-22,309.4992980957031
2023-08-23,312.9361572265625
2023-08-24,310.6352233886719
2023-08-25,310.8196716308594
2023-08-28,316.4700622558594
2023-08-29,322.8583068847656
2023-08-30,321.6639404296875
2023-08-31,320.8122863769531
2023-09-01,320.5088195800781
2023-09-05,316.93560791015625
2023-09-06,314.3708190917969
2023-09-07,315.1833190917969
2023-09-08,318.66839599609375
2023-09-11,317.8166809082031
2023-09-12,323.9351501464844
2023-09-13,327.9292907714844
2023-09-14,337.31744384765625
2023-09-15,335.3301696777344
2023-09-18,336.0937194824219
2023-09-19,334.69384765625
2023-09-20,329.6130676269531
2023-09-21,323.2890319824219
2023-09-22,320.988525390625
2023-09-25,321.91851806640625
2023-09-26,317.0041809082031
2023-09-27,315.1735534667969
2023-09-28,318.3551330566406
2023-09-29,316.75946044921875
2023-10-02,311.796142578125
2023-10-03,299.67669677734375
2023-10-04,302.10455322265625
2023-10-05,303.96453857421875
2023-10-06,305.9028625488281
2023-10-09,306.0301208496094
2023-10-10,308.1446533203125
2023-10-11,306.4314880371094
2023-10-12,303.3282165527344
2023-10-13,302.789794921875
2023-10-16,307.7726745605469
2023-10-17,302.8485107421875
2023-10-18,295.604248046875
2023-10-19,292.892578125
2023-10-20,293.7344665527344
2023-10-23,292.9219665527344
2023-10-24,292.8827819824219
2023-10-25,290.51373291015625
2023-10-26,290.7388916015625
2023-10-27,283.80792236328125
2023-10-30,294.498046875
2023-10-31,297.2195129394531
2023-11-01,300.69482421875
2023-11-02,307.15594482421875
2023-11-03,320.72418212890625
2023-11-06,317.09228515625
2023-11-07,317.1314697265625
2023-11-08,317.7286071777344
2023-11-09,314.0281677246094
2023-11-10,318.65863037109375
2023-11-13,320.0291442871094
2023-11-14,331.5905456542969
2023-11-15,330.494140625
2023-11-16,329.5837097167969
2023-11-17,332.0506591796875
2023-11-20,332.3052062988281
2023-11-21,327.91949462890625
2023-11-22,331.51226806640625
2023-11-24,332.0115051269531
2023-11-27,330.601806640625
2023-11-28,330.5430908203125
2023-11-29,335.8333435058594
2023-11-30,337.0967102050781
2023-12-01,343.8970642089844
2023-12-04,344.8446044921875
2023-12-05,337.3039855957031
2023-12-06,337.5211181640625
2023-12-07,340.1366271972656
2023-12-08,346.2658386230469
2023-12-11,347.1837463378906
2023-12-12,348.0226745605469
2023-12-13,358.0110168457031
2023-12-14,378.481201171875
2023-12-15,375.5597229003906
2023-12-18,371.503173828125
2023-12-19,377.4744873046875
2023-12-20,372.6086120605469
2023-12-21,375.61895751953125
2023-12-22,375.6978759765625
2023-12-26,376.6453857421875
2023-12-27,379.47808837890625
2023-12-28,381.3829650878906
2023-12-29,380.75128173828125
